2023-09-28 07:15:22,0dGIp,86
2023-09-28 07:16:22,0dGIp,34
2023-09-28 07:15:22,tQaxN,76
2023-09-28 07:16:22,tQaxN,86
2023-09-28 07:17:22,0dGIp,73
2023-09-28 07:15:22,qE7M4,53
2023-09-28 07:15:22,sYD5m,44
2023-09-28 07:15:22,WnkjK,83
2023-09-28 07:15:22,saBuG,21
2023-09-28 07:16:22,qE7M4,69
2023-09-28 07:16:22,WnkjK,83
2023-09-28 07:18:22,0dGIp,20
2023-09-28 07:17:22,qE7M4,84
2023-09-28 07:16:22,saBuG,59
2023-09-28 07:18:22,qE7M4,81
2023-09-28 07:19:22,0dGIp,14
2023-09-28 07:17:22,saBuG,11
2023-09-28 07:19:22,qE7M4,28
2023-09-28 07:20:22,qE7M4,49
2023-09-28 07:18:22,saBuG,51
2023-09-28 07:15:22,JJnXE,65
2023-09-28 07:17:22,WnkjK,14
2023-09-28 07:19:22,saBuG,12
2023-09-28 07:16:22,JJnXE,74
2023-09-28 07:17:22,tQaxN,36
2023-09-28 07:18:22,WnkjK,67
2023-09-28 07:15:22,IUIJ6,76
2023-09-28 07:16:22,IUIJ6,33
2023-09-28 07:17:22,IUIJ6,25
2023-09-28 07:18:22,tQaxN,28
2023-09-28 07:20:22,saBuG,44
2023-09-28 07:15:22,gSCcY,77
2023-09-28 07:21:22,saBuG,89
2023-09-28 07:16:22,sYD5m,28
2023-09-28 07:22:22,saBuG,94
2023-09-28 07:19:22,tQaxN,98
2023-09-28 07:18:22,IUIJ6,36
2023-09-28 07:17:22,sYD5m,56
2023-09-28 07:16:22,gSCcY,27
2023-09-28 07:15:22,h7fIx,84
2023-09-28 07:20:22,0dGIp,77
2023-09-28 07:21:22,0dGIp,50
2023-09-28 07:18:22,sYD5m,61
2023-09-28 07:21:22,qE7M4,98
2023-09-28 07:17:22,JJnXE,81
2023-09-28 07:22:22,0dGIp,47
2023-09-28 07:16:22,h7fIx,65
2023-09-28 07:19:22,sYD5m,95
2023-09-28 07:22:22,qE7M4,52
2023-09-28 07:18:22,JJnXE,39
2023-09-28 07:20:22,sYD5m,31
2023-09-28 07:21:22,sYD5m,47
2023-09-28 07:23:22,0dGIp,18
2023-09-28 07:17:22,gSCcY,47
2023-09-28 07:23:22,qE7M4,47
2023-09-28 07:17:22,h7fIx,41
2023-09-28 07:19:22,WnkjK,94
2023-09-28 07:22:22,sYD5m,98
2023-09-28 07:19:22,IUIJ6,22
2023-09-28 07:20:22,tQaxN,94
2023-09-28 07:20:22,WnkjK,97
2023-09-28 07:24:22,qE7M4,70
2023-09-28 07:21:22,tQaxN,40
2023-09-28 07:20:22,IUIJ6,17
2023-09-28 07:24:22,0dGIp,40
2023-09-28 07:25:22,0dGIp,74
2023-09-28 07:23:22,saBuG,92
2023-09-28 07:18:22,h7fIx,54
2023-09-28 07:19:22,h7fIx,30
2023-09-28 07:25:22,qE7M4,32
2023-09-28 07:22:22,tQaxN,54
2023-09-28 07:20:22,h7fIx,55
2023-09-28 07:21:22,h7fIx,33
2023-09-28 07:22:22,h7fIx,10
2023-09-28 07:23:22,sYD5m,50
2023-09-28 07:21:22,IUIJ6,63
2023-09-28 07:18:22,gSCcY,51
2023-09-28 07:26:22,qE7M4,67
2023-09-28 07:26:22,0dGIp,80
2023-09-28 07:27:22,qE7M4,89
2023-09-28 07:19:22,gSCcY,37
2023-09-28 07:23:22,h7fIx,72
2023-09-28 07:24:22,saBuG,12
2023-09-28 07:24:22,sYD5m,75
2023-09-28 07:27:22,0dGIp,22
2023-09-28 07:20:22,gSCcY,14
2023-09-28 07:25:22,sYD5m,91
2023-09-28 07:25:22,saBuG,49
2023-09-28 07:26:22,saBuG,63
2023-09-28 07:21:22,WnkjK,33
2023-09-28 07:26:22,sYD5m,89
2023-09-28 07:21:22,gSCcY,81
2023-09-28 07:24:22,h7fIx,72
2023-09-28 07:19:22,JJnXE,20
2023-09-28 07:27:22,saBuG,26
2023-09-28 07:22:22,IUIJ6,42
2023-09-28 07:27:22,sYD5m,13
2023-09-28 07:20:22,JJnXE,52
2023-09-28 07:21:22,JJnXE,84
2023-09-28 07:28:22,saBuG,79
2023-09-28 07:28:22,qE7M4,75
2023-09-28 07:29:22,saBuG,27
2023-09-28 07:22:22,WnkjK,32
2023-09-28 07:22:22,JJnXE,36
2023-09-28 07:29:22,qE7M4,66
2023-09-28 07:23:22,WnkjK,22
2023-09-28 07:30:22,qE7M4,85
2023-09-28 07:31:22,qE7M4,81
2023-09-28 07:32:22,qE7M4,69
2023-09-28 07:23:22,tQaxN,69
2023-09-28 07:28:22,sYD5m,83
2023-09-28 07:29:22,sYD5m,98
2023-09-28 07:22:22,gSCcY,10
2023-09-28 07:30:22,saBuG,78
2023-09-28 07:23:22,JJnXE,93
2023-09-28 07:25:22,h7fIx,49
